root	clade_name
11	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Deuterostomia (1); Chordata (1); Craniata (1); Vertebrata (1); Gnathostomata (1); Teleostomi (1); Euteleostomi (1); Sarcopterygii (1); Dipnotetrapodomorpha (1); Tetrapoda (1); Amniota (1); Sauropsida (1); Sauria (1); Archelosauria (11); Lepidosauria (2) (1)
12	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Deuterostomia (1); Chordata (1); Craniata (1); Vertebrata (1); Gnathostomata (1); Teleostomi (1); Euteleostomi (1); Sarcopterygii (1); Dipnotetrapodomorpha (1); Tetrapoda (1); Amphibia (1); Batrachia (1); Anura (1); Pipoidea (1); Pipidae (1); Xenopodinae (1); Xenopus (1); Silurana (1)
13	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Deuterostomia (1); Chordata (1); Craniata (1); Vertebrata (1); Gnathostomata (1); Teleostomi (1); Euteleostomi (1); Sarcopterygii (1); Coelacanthimorpha (1); Coelacanthiformes (1); Coelacanthidae (1); Latimeria (1)
14	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Deuterostomia (1); Chordata (1); Craniata (1); Vertebrata (1); Gnathostomata (1); Teleostomi (1); Euteleostomi (1); Actinopterygii (1); Actinopteri (1); Neopterygii (1); Teleostei (18); Holostei (1) (1)
15	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Deuterostomia (1); Chordata (1); Tunicata (1); Ascidiacea (1); Phlebobranchia (1); Cionidae (1); Ciona (1)
16	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Deuterostomia (1); Chordata (1); Cephalochordata (1); Leptocardii (1); Amphioxiformes (1); Branchiostomatidae (1); Branchiostoma (1)
17	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Deuterostomia (1); Echinodermata (1); Hemichordata (1) (1)
18	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Protostomia (1); Ecdysozoa (43); Spiralia (2) (1)
19	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Bilateria (1); Protostomia (1); Spiralia (1); Lophotrochozoa (1); Platyhelminthes (1); Cestoda (1); Trematoda (1) (1)
20	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Cnidaria (1); Anthozoa (1); Hydrozoa (1) (1)
21	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Ctenophora (1); Tentaculata (1); Lobata (1); Bolinopsidae (1); Mnemiopsis (1)
22	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Eumetazoa (1); Placozoa (1); Uniplacotomia (1); Trichoplacea (1); Trichoplacidae (1); Trichoplax (1)
23	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Metazoa (1); Porifera (1); Demospongiae (1); Heteroscleromorpha (1); Haplosclerida (1); Niphatidae (1); Amphimedon (1)
24	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Choanoflagellata (2); Filasterea (1); Ichthyosporea (1); Rotosphaerida (1) (1)
25	cellular organisms (1); Eukaryota (1); Opisthokonta (1); Fungi (1); Dikarya (172); Fungi incertae sedis (7) (1)
26	cellular organisms (1); Eukaryota (1); Amoebozoa (1); Evosea (1); Archamoebae (2); Eumycetozoa (2) (1)
27	cellular organisms (1); Eukaryota (1); Viridiplantae (1); Streptophyta (65); Chlorophyta (10) (1)
28	cellular organisms (1); Eukaryota (1); Discoba (6); Metamonada (1); Sar (1) (1)
29	cellular organisms (1); Eukaryota (1); Rhodophyta (1); Bangiophyceae (1); Cyanidiales (1); Galdieriales (1) (1)
30	cellular organisms (1); Eukaryota (1); Sar (38); Apusozoa (1); Cryptophyceae (1); Haptista (1) (1)
31	cellular organisms (1); Eukaryota (1); Metamonada (1); Fornicata (1); Diplomonadida (1); Hexamitidae (1); Giardiinae (1); Giardia (1)
